Title,PublishedAt,ViewCount,LikeCount,DislikeCount,CommentCount,Duration,URL
So I ruined Kirby...,2022-07-23 18:03:41,771320,21893,0,831,11.52,https://www.youtube.com/watch?v=s26UHxlh2h0
Can a Kirby professional beat Kirby without touching ANY coins?,2023-02-05 21:56:32,2010781,30320,0,1254,18.28,https://www.youtube.com/watch?v=qyANDCXuqK8
YOU make Animal Crossing,2022-01-02 22:06:24,951896,28454,0,2023,11.08,https://www.youtube.com/watch?v=dsUsQQPwy4k
I forced my Chat to control my camera,2023-12-03 18:28:57,422753,13557,0,536,12.62,https://www.youtube.com/watch?v=zNO4W_pNXRk
Ruining the Splatfest,2022-09-04 17:42:25,324874,13715,0,692,12.07,https://www.youtube.com/watch?v=HIt4nKJXLqE
Playing Kirby as Mario,2023-11-26 18:14:27,696137,20413,0,865,14.18,https://www.youtube.com/watch?v=OK0_6vv3S4s
My Chat forced me to break Kirby's world speed,2023-08-13 17:39:52,1060076,21533,0,1003,11.12,https://www.youtube.com/watch?v=nuE7Sx-aI1c
So Chat played Kirby...,2022-05-13 18:15:38,3072432,43365,0,2075,15.03,https://www.youtube.com/watch?v=EeiADx8fvss
3 Years of my Strangest Encounters in Animal Crossing,2023-12-10 21:07:39,929876,20051,0,866,103.73,https://www.youtube.com/watch?v=RcwtvPr-aPw
The most Terrifying Kirby game,2022-06-25 18:00:15,3486091,57216,0,3904,13.88,https://www.youtube.com/watch?v=sX4sM6C65XI
Can I beat the FIRST LEVEL of Kirby if bosses spawn every 30 seconds?,2023-05-21 18:22:27,2230671,32244,0,1816,13.48,https://www.youtube.com/watch?v=YWqD68SHP7Q
A New Pokemon Challenge,2022-02-13 22:07:28,286955,13868,0,647,22.8,https://www.youtube.com/watch?v=TLOIO-8ZWbU
uhhh kirby?,2023-01-22 23:30:45,1292063,25985,0,1478,11.63,https://www.youtube.com/watch?v=Ds8S6ZkE1W0
My Chat forced me to protect an NPC in Kirby,2023-06-18 19:38:49,2986921,50396,0,3681,18.57,https://www.youtube.com/watch?v=giP6cwZvzNc
Beating Kirby but I'm Blindfolded,2023-04-23 18:06:49,610163,18369,0,709,17.8,https://www.youtube.com/watch?v=RBZBxRPHmAE
I changed Kirby to go TOO slow..,2023-09-10 18:58:27,1696391,30691,0,1842,12.15,https://www.youtube.com/watch?v=MrgcYcYnDys
I made an Unwatchable Kirby Video,2024-01-14 19:41:17,918607,30538,0,1799,13.02,https://www.youtube.com/watch?v=zI-VKzrZr0c
"Kirby, but its actually Pokemon..",2023-08-06 21:37:47,929275,21446,0,742,19.38,https://www.youtube.com/watch?v=a3UHvmH7WCc
If Kirby was Frustrating,2022-08-21 18:03:08,1091368,25170,0,1153,8.13,https://www.youtube.com/watch?v=O64mjoS8KBw
SO... I ruined my Switch with Snapchat filters,2022-12-25 16:02:12,610448,21285,0,914,14.18,https://www.youtube.com/watch?v=dMI5S3jQqhQ
I Beat Splatoon with an annoying Ai,2024-03-03 21:44:58,312345,12190,0,716,15.48,https://www.youtube.com/watch?v=gdD4li8kQUc
Kirby but tier list,2023-02-19 23:49:47,945607,21507,0,976,11.48,https://www.youtube.com/watch?v=tTmBxNtImiQ
you're in,2024-01-21 23:50:28,788584,20875,0,1186,13.35,https://www.youtube.com/watch?v=8kQRzZX6xpI
"Mario Wonder FINALE, but I made the Flower Ai",2023-10-29 23:29:57,624553,16509,0,941,13.8,https://www.youtube.com/watch?v=bG-6ofZ_3DM
Speedrunning Kirby while another game loads,2024-03-10 20:46:21,351335,15181,0,930,18.8,https://www.youtube.com/watch?v=npTPH6Y7mQw
So I broke Kirby..,2022-10-15 21:03:04,1783606,32188,0,2012,9.95,https://www.youtube.com/watch?v=s-10pKDaoJU
The ENTIRE Kirby Deluxe Experience..,2023-05-28 19:30:03,2478119,31307,0,1669,56.17,https://www.youtube.com/watch?v=n6gZx89peGs
The most Unknown Kirby game,2023-01-08 18:30:21,1064784,25944,0,1685,11.85,https://www.youtube.com/watch?v=HVJyBxb9LOQ
"Mario Wonder, but I made the Flower Ai",2023-10-22 18:04:54,1294398,28594,0,1418,11.02,https://www.youtube.com/watch?v=6qgri8A_rGI
I tried to beat Pokemon IN THE INK of Splatoon,2022-11-16 19:10:24,369350,13861,0,680,17.85,https://www.youtube.com/watch?v=wiFmUOPn9nA
I forced people to Speedrun Miis,2022-07-04 19:39:29,384057,18561,0,814,19.08,https://www.youtube.com/watch?v=ppYRo0DY9X4
KIRBY CAR I WAS RIGHT,2022-01-12 19:56:33,436056,18563,0,1103,3.55,https://www.youtube.com/watch?v=hLJSDXZ3L18
So I broke Kirby again..,2022-11-06 19:05:18,1806885,29986,0,1329,11.13,https://www.youtube.com/watch?v=GC8VIOK9kDw
Miss = I Lose Money,2022-10-30 18:02:51,315825,12164,0,669,13.07,https://www.youtube.com/watch?v=3NpdVVJJnvQ
im in,2024-01-07 23:21:01,977908,25827,0,1417,12.17,https://www.youtube.com/watch?v=Qz7JsxUqhgY
Can you beat Kirby before I build an IKEA table?,2024-02-18 21:52:07,920931,28425,0,1672,10.87,https://www.youtube.com/watch?v=QzyPS2g7wc4
The most Violent Kirby game 2,2022-06-12 18:19:27,1531494,26722,0,1287,14.5,https://www.youtube.com/watch?v=xHe25cHPDOM
So the ending of Splatoon 3..,2022-09-25 19:09:53,767832,21231,0,1190,15.92,https://www.youtube.com/watch?v=nBFqQmoc1wU
I found out how to put Snapchat filters on Pokemon,2023-12-21 22:02:40,135908,8956,0,103,1.0,https://www.youtube.com/watch?v=f_UmICEmkNs
Welcome to Splatoon 3 Splatfests :),2022-08-28 15:37:17,491066,18431,0,1531,9.0,https://www.youtube.com/watch?v=5WFhGtJF90Y
So the beginning of Kirby..,2022-03-25 21:07:09,1414338,31730,0,1790,12.35,https://www.youtube.com/watch?v=Km4S9F58mjQ
this is not Kirby,2023-03-19 18:01:03,933793,24131,0,1435,16.57,https://www.youtube.com/watch?v=TlDVZH7qOoI
Can I Beat the Impossible Kirby Challenge?,2023-10-08 21:45:01,1199831,25911,0,1527,20.58,https://www.youtube.com/watch?v=X6EumMGwSIc
THE NEW KIRBY,2023-02-24 20:07:49,591963,19410,0,1052,10.47,https://www.youtube.com/watch?v=XSCXrIsp5Q8
Mech breaks Kirby,2023-03-03 20:16:41,673878,17357,0,843,9.1,https://www.youtube.com/watch?v=BiasH3_cEHQ
Animal Crossing but consume,2022-02-23 22:03:54,418618,20851,0,1962,10.8,https://www.youtube.com/watch?v=Wy1l_0MnfuU
im so sorry,2022-01-20 00:12:53,895067,36638,0,1876,12.2,https://www.youtube.com/watch?v=lYfkl4iJ1PY
So the ending of Kirby Triple Deluxe..,2023-04-02 21:01:15,1291284,24301,0,1547,19.1,https://www.youtube.com/watch?v=5uvA7kss6us
you cannot hide,2022-01-09 18:40:48,1152198,29752,0,1553,12.5,https://www.youtube.com/watch?v=SjAJcy0GgTY
"""It wont be Gen 9 Pokemon""",2022-02-27 15:05:59,320121,16588,0,1568,3.78,https://www.youtube.com/watch?v=rtxrUA9UoXU
Playing Kirby the wrong way,2023-07-02 17:50:56,526040,16047,0,1046,8.45,https://www.youtube.com/watch?v=uAAQRD6aw7Y
So the Kirby Deluxe Demo..,2023-02-10 20:43:31,611255,20634,0,1081,8.32,https://www.youtube.com/watch?v=-iZUpXaGn98
So the ending of Kirby and the Forgotten Land..,2022-04-10 15:45:30,1863364,33204,0,1818,11.23,https://www.youtube.com/watch?v=jg96xUf6ITM
The hardest Kirby Boss was just made way worse,2023-10-01 19:26:07,986831,24015,0,993,15.27,https://www.youtube.com/watch?v=pTEVxl-00H0
Splatoon 3 but my Live Chat can talk,2022-10-09 18:35:12,443296,16716,0,702,12.53,https://www.youtube.com/watch?v=uPFIwVpAHHA
NEW SPLATOON 3 DIRECT,2022-08-10 15:39:25,483246,20556,0,1567,13.77,https://www.youtube.com/watch?v=KxKevrdSgfw
get in,2022-03-04 21:09:13,1366535,41300,0,1678,8.98,https://www.youtube.com/watch?v=j0qtBHEdhQA
Nintendo Direct but I scream at Kirby,2023-02-09 03:27:45,429675,18301,0,933,10.0,https://www.youtube.com/watch?v=N6ZD7NK3gUw
I put Kirby in a completely different game about guns,2023-06-11 19:37:23,525053,16634,0,1167,11.15,https://www.youtube.com/watch?v=7m0eyiA-Tlo
ruining a hat in time with mods,2024-01-05 21:34:35,192299,12613,0,76,1.0,https://www.youtube.com/watch?v=dSK8Kwzh810
We broke Pikachu,2022-01-25 23:23:19,491186,16710,0,669,16.42,https://www.youtube.com/watch?v=kdJsXLecjx8
So the ending of Kirby Deluxe..,2023-03-05 17:31:20,878030,21750,0,1322,17.32,https://www.youtube.com/watch?v=aPj0ymDMvv8
be not afraid..,2022-04-30 19:29:31,688851,19986,0,885,10.03,https://www.youtube.com/watch?v=FdyQ5cvEZ7Q
I Created Competitive Mii Making..,2023-08-27 19:25:01,292687,14976,0,950,16.8,https://www.youtube.com/watch?v=j84rjx8da70
