Title,PublishedAt,ViewCount,LikeCount,DislikeCount,CommentCount,Duration,URL
Watergate lawyer disagrees with CNN legal analyst on Trump hush money case,2023-03-17T12:27:38Z,353187,3519,0,2001,9.9,https://www.youtube.com/watch?v=k-d9x9dolOE
Police officers federally charged in Breonna Taylor's death,2022-08-04T18:04:58Z,146709,4526,0,4105,6.22,https://www.youtube.com/watch?v=NRpxidC_Jt4
Volodymyr Zelensky: See his dramatic transformation,2022-03-02T14:18:13Z,959718,13475,0,3599,3.67,https://www.youtube.com/watch?v=AIffnkR07ew
Watch UK PM Liz Truss' resignation speech,2022-10-20T14:24:53Z,230025,3142,0,1961,9.92,https://www.youtube.com/watch?v=jXoOmtD8c9Y
Video shows Josh Hawley running from rioters on Jan. 6,2022-07-22T12:00:39Z,233891,4750,0,3725,6.7,https://www.youtube.com/watch?v=XXQu9gJsi10
Widow confronts Russian soldier who killed husband,2022-05-19T14:31:28Z,515331,5530,0,2262,3.4,https://www.youtube.com/watch?v=2rqJfPcY18g
Anne Heche in ICU after car she was driving crashes into home,2022-08-07T12:22:15Z,360970,2236,0,1624,2.53,https://www.youtube.com/watch?v=ryIQMGix3ic
'This is not your show': Judge admonishes Alex Jones during trial,2022-08-03T15:56:18Z,502438,9942,0,4121,5.98,https://www.youtube.com/watch?v=JBfZpZhZJgA
Hear Eric Holder's prediction about the DOJ possibly indicting Trump,2022-08-05T19:09:48Z,576036,8350,0,3987,6.33,https://www.youtube.com/watch?v=UGGGeZjZmlw
'I had to live to tell this story': Ukrainian survives being buried alive by Russians,2022-05-17T00:30:01Z,843514,13039,0,2458,6.82,https://www.youtube.com/watch?v=2TzCz5Zdgy4
Zelensky's reaction to Trump's 2019 remark gets renewed attention,2022-04-21T12:17:42Z,782297,11718,0,6453,2.47,https://www.youtube.com/watch?v=rGNNhmFYtWM
Ex-Russian official who turned on Putin predicts his next moves,2022-10-30T18:00:08Z,1691139,15552,0,3029,6.68,https://www.youtube.com/watch?v=OmJoeUHBfa8
Ex-CIA operative breaks down Wagner leader’s ‘power play’,2023-05-06T23:24:09Z,1378558,10770,0,2479,7.52,https://www.youtube.com/watch?v=2XUj4rcekDM
Ukraine official: Gates of war have opened on Russian territory,2023-06-02T18:50:00Z,2452401,21920,0,5937,10.15,https://www.youtube.com/watch?v=IMY0sHZfkz8
‘Can’t wait for this guy to die’: Reporter reveals some GOP sentiment towards Trump,2023-01-31T04:22:54Z,980296,10268,0,7697,6.98,https://www.youtube.com/watch?v=fRXoqZ_RDIU
